circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,NAGAVARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2507.0,11.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,NAGULADEVPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1403.0,8.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,NASTIPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,2.0,253.0,9.38
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,NAWABPET H/O HATNOORA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,5.0,2901.0,23.25
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,PALPANOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,455.0,12.5
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,BADALGAOM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1080.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,BELLAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,625.0,14.0
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,BORONCHA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,899.0,115.75
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,DAVOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,2496.0,7.0
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,DHANWAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,394.0,8.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,DOODGONDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,2154.0,8.25
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,KHANNAPOOR-J,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,90.0,9.0
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,KOTHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1633.0,7.75
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,MUNGIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2365.0,10.0
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,NAGANKUNTA THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,312.0,6.5
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,NAGHDER,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,5362.0,26.25
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,NIZAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,39,39.0,9106.0,61.25
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,PANYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,5.0,570.0,14.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,RAINDLAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,3.0,221.0,7.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,REDDYKHANAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,796.0,17.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,REDDYPALEM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,2.0,0.0,7.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,ROYYA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,3087.0,8.13
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,SADULANAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,1079.0,15.5
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,SHAIRKHAN PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,5.0,3570.0,10.38
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,DOSAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,295.0,2.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,GHAT LINGAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,103.0,5.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,ISLAMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,69.0,1.75
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,KAMALAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,630.0,5.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,MAGUTAMPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,481.0,5.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,MANOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,3575.0,35.5
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,MOIKODE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1565.0,19.5
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,POSHETTIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,1233.0,4.0
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,RAMREDDYPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,930.0,10.25
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,RAYALAMADUGU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,21.0,2187.0,31.0
SANGAREDDY,JOGIPET,NARAYANKHED,NIZAMPET,SHEKAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1218.0,4.75
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,ANTHARGAON,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,1654.0,10.0
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,BOKASGOAN,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,222.0,13.25
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,CHANDRANAIK THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,179.0,1.5
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,SIKENDERPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,6253.0,19.38
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,SIRPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,17.0,2273.0,35.25
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,TARKHANPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,1369.0,7.75
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,TURKAL KHANAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1066.0,10.25
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,WADDEPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,6196.0,25.63
SANGAREDDY,JOGIPET,JOGIPET,HATHNOORA,YELLAMMAGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,718.0,13.63
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,NADIGADDA (HUKARANA),LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,569.0,9.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,PULKURTHY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,600.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,RAIPALLY CHARWL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1028.0,10.75
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,RANAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1472.0,8.0
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,SHELGIRI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,1859.0,6.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,THIMMAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,992.0,3.75
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,THORNAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1500.0,13.0
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,CHEEMALAPAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1920.0,9.0
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,GARDEGAON,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2258.0,9.0
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,GOSAIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,829.0,6.0
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,GOUDGAON,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1834.0,9.5
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,KADPAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,21.0,3583.0,30.0
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,KHAJAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,644.0,8.75
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,BASWAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,538.0,14.51
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,ESOJIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1021.0,7.02
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,GONGULUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,3338.0,20.27
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,KODOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,995.0,15.26
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,LAXMI SAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,21,21.0,3568.0,23.79
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,MANTHUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1749.0,12.01
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,THUMNOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,163.0,6.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,USRIKAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,673.0,9.25
SANGAREDDY,JOGIPET,NARAYANKHED,MANOOR,YELGOEE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,3029.0,5.75
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,AUDATHPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1544.0,13.75
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,DAMARGIDDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,1130.0,13.0
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,ERRABHOGUDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1570.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,KISHANNAIK THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,0.5
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,LAXMINAYAK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,114.0,4.75
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,MUBARKPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1262.0,6.0
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,POCHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,294.0,7.25
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,POTPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,431.0,6.25
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,RAJANAIK THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,15.0,0.5
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,SANGAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,505.0,4.25
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,SIRGAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,2709.0,35.5
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,AKSANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,1716.0,16.76
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ALAMAIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,511.0,6.78
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANDOLE,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,24,24.0,28395.0,95.28
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ANNASAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,4533.0,8.26
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,BRAMANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,1188.0,5.25
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,CHANDAMPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,207.0,4.0
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,MINPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,1554.0,18.52
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,MUDDAIPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2107.0,15.76
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,MUDIMANIK,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,18.0,27762.0,73.03
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,PEDDAREDDYPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,1065.0,41.26
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,POCHARAM,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,1903.0,20.51
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,PULKAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,2611.0,21.61
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,ERRAKAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,36,36.0,3970.0,74.0
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,GONDEGAON,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1826.0,6.0
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,GOUDGAON JANWADA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,48.0,1.0
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,GUDOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,1340.0,4.75
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,KARAMUNGI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,1763.0,16.5
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,KARASGUTTI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,17.0,2554.0,22.25
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,SULTANABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,13.0,2799.0,28.0
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,SURYANAIK THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,0.0,0.5
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,UJLAMPAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1336.0,12.25
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,WALYNAIK THANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,1.0,0.5
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,WANGADAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,1756.0,14.25
SANGAREDDY,JOGIPET,NARAYANKHED,SIRGAPUR,WASAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,14,14.0,1556.0,14.75
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,CHINTAKUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1991.0,9.27
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,DAKOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,37,37.0,13740.0,66.76
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,DANAMPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,3305.0,5.01
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,JOGIPET TOWN-1,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,32,32.0,17523.0,105.51
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,JOGIPET TOWN-2,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,22,22.0,5259.0,35.03
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,JOGIPET TOWN-3,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,16,15.0,5031.0,60.25
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,RAIPHAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,4.0,133.0,14.76
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,SINGOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,14.0,2933.0,23.77
SANGAREDDY,JOGIPET,JOGIPET,PULKAL,SURREDDY ITIKYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,10.0,5621.0,23.53
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,BIJILIPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,3455.0,24.51
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,BOOTHKUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1278.0,3.26
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,BUDDAI PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,2.0,93.0,5.01
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,DEVNOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,701.0,10.27
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,KESHWAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,345.0,1.0
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,MAINALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,15,15.0,3141.0,13.25
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,MORGI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,2284.0,5.5
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,MUKTHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,543.0,6.75
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,NAGALGIDDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,1419.0,13.0
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,OATPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,243.0,4.5
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,JOGIPET TOWN-4,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,1043.0,3.0
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,JOGIPET TOWN-5,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,2099.0,23.0
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,JOGIPET TOWN-6,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,10.0,1930.0,37.51
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,JOGIPET TOWN-7,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,8.0,10232.0,27.75
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,KANSANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,19,17.0,10603.0,30.77
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,KICHANNAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,313.0,11.76
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,DHARKASTAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,594.0,5.01
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,DUDYAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,13,12.0,3825.0,27.51
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,GORREKAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,11,11.0,4697.0,21.01
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,GOUTHAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,1094.0,8.01
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,HUSSAIN NAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,99.0,1.26
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,KADIRABAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,4209.0,21.51
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,KEROOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,6984.0,15.76
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,POOSALPAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,360.0,2.0
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,SHAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,984.0,66.75
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,SHIKARAKHANA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,273.0,8.0
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,VALOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,1675.0,6.75
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,YENKEPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,12.0,2502.0,14.5
SANGAREDDY,JOGIPET,NARAYANKHED,NAGILGIDDA,YESGI,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,8.0,3159.0,10.5
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,KODEKAL,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,2570.0,18.76
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,KONDAREDDYPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,987.0,2.26
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,KOTHAPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,688.0,2.26
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,MANSANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,10.0,2107.0,14.77
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,MASANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,7.0,1275.0,7.76
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,NADLAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,8.0,6766.0,22.52
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,NEREDGUNTA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,17,17.0,5389.0,28.26
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,MARVELLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,12,10.0,5304.0,23.26
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,MEDIKUNDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,5.0,2061.0,9.76
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,NAGULA PALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,2866.0,15.51
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,NIRJAPLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,10,9.0,682.0,16.76
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,PALADUGU,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,5.0,3657.0,11.26
SANGAREDDY,JOGIPET,JOGIPET,VATPALLY,PALWATLA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,815.0,5.76
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,ABENDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,23,23.0,1521.0,27.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,ALLAPOOR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,2,2.0,62.0,2.5
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,ANANTHSAGAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,9,9.0,3547.0,10.5
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,ANTHWAR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,608.0,4.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,BANDARPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,4,4.0,1632.0,5.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,BHANAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,6,6.0,120.0,7.0
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,CHANDAPUR,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,132.0,3.5
SANGAREDDY,JOGIPET,NARAYANKHED,NARAYANKHED,CHANDERNAIK TANDA,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,1,1.0,90.0,1.5
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,POSANPET,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,5,4.0,637.0,13.51
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,POTHIREDDIPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,7,6.0,3932.0,11.02
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,RAMSANPALLY,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,8,7.0,3431.0,9.26
SANGAREDDY,JOGIPET,JOGIPET,ANDOLE,ROLLAPAD,LOCALBODIES-STREETLIGHT/PWS SCHEME,6,3,3.0,979.0,2.76
